Distance_m,Obstacle_Count,Obstacle_Type,Noise_Power_dBm,Received_SNR_dB,Total_Path_Loss_dB,BER,Is_Outage
69.7,1,Glass,-80.16,21.24,78.92,0.0,False
199.08,0,None,-69.46,3.42,86.03,0.0177,False
124.17,2,Glass,-90.44,24.51,85.93,0.0,False
107.42,3,Concrete,-88.31,-2.37,110.68,0.1384,True
38.27,1,Glass,-94.79,41.08,73.71,0.0,False
176.88,2,Glass,-66.15,-2.86,89.01,0.1499,True
74.87,1,Concrete,-85.85,18.3,87.54,0.0,False
46.25,4,Glass,-72.31,10.96,81.36,0.0,False
182.58,1,Concrete,-88.72,13.44,95.28,0.0,False
40.67,1,Concrete,-94.36,32.12,82.24,0.0,False
146.26,2,Glass,-64.12,-3.24,87.36,0.1614,True
82.22,0,None,-79.7,21.34,78.35,0.0,False
63.39,2,Concrete,-60.72,-15.37,96.09,0.4052,True
21.72,0,None,-82.46,35.67,66.79,0.0,False
12.72,4,Concrete,-74.12,-8.02,102.14,0.2848,True
113.36,3,Glass,-64.72,-2.42,87.14,0.1429,True
131.88,2,Glass,-78.38,11.92,86.46,0.0,False
175.19,0,None,-81.06,16.13,84.92,0.0,False
166.34,0,None,-85.83,21.35,84.47,0.0,False
23.81,4,Glass,-70.42,14.84,75.59,0.0,False
151.87,2,Glass,-81.22,13.54,87.68,0.0,False
138.84,1,Glass,-64.93,0.02,84.9,0.0802,False
49.98,4,Concrete,-80.9,-13.13,114.03,0.3727,True
165.76,1,Glass,-82.54,16.1,86.44,0.0,False
81.29,3,Glass,-81.18,16.93,84.26,0.0,False
140.86,0,None,-80.25,17.22,83.03,0.0,False
33.42,1,Glass,-92.2,39.67,72.53,0.0,False
81.02,0,None,-63.27,5.04,78.23,0.0052,False
58.61,4,Glass,-74.0,10.59,83.41,0.0,False
120.06,3,Concrete,-95.75,4.11,111.64,0.0105,False
20.32,1,Concrete,-93.05,36.84,76.21,0.0,False
20.54,0,None,-96.52,50.21,66.31,0.0,False
109.34,4,Concrete,-73.55,-27.28,120.83,0.4823,True
175.64,0,None,-69.93,4.98,84.95,0.0045,False
67.85,2,Concrete,-73.4,-3.28,96.68,0.1675,True
89.96,3,Glass,-79.47,14.33,85.14,0.0,False
27.25,1,Glass,-68.93,18.17,70.76,0.0,False
133.78,3,Glass,-88.97,20.39,88.58,0.0,False
176.45,3,Concrete,-86.1,-8.89,114.99,0.3109,True
114.22,1,Glass,-91.2,27.99,83.21,0.0,False
164.72,1,Glass,-71.44,5.05,86.39,0.0059,False
147.68,4,Concrete,-89.15,-14.29,123.44,0.39,True
25.52,0,None,-94.87,46.68,68.19,0.0,False
172.89,4,Concrete,-86.81,-18.0,124.81,0.4269,True
117.93,3,Glass,-67.14,-0.35,87.49,0.0907,False
97.2,4,Concrete,-63.62,-36.18,119.81,0.4858,True
64.95,3,Concrete,-93.85,7.54,106.31,0.0005,False
183.92,0,None,-78.88,13.53,85.35,0.0,False
11.64,2,Concrete,-61.06,-0.31,81.37,0.0907,False
189.02,2,Concrete,-72.71,-12.88,105.58,0.3777,True
154.34,3,Concrete,-84.9,-8.92,113.82,0.3104,True
33.81,1,Concrete,-93.26,32.62,80.64,0.0,False
20.76,1,Concrete,-85.46,29.06,76.4,0.0,False
24.5,2,Concrete,-89.58,21.74,87.84,0.0,False
49.61,4,Glass,-64.54,2.58,81.97,0.028,False
67.42,0,None,-70.49,13.86,76.63,0.0,False
19.6,0,None,-65.51,19.61,65.9,0.0,False
125.36,1,Concrete,-95.78,23.76,92.02,0.0,False
100.35,3,Glass,-75.44,9.35,86.08,0.0,False
145.48,1,Concrete,-73.25,-0.06,93.31,0.084,False
141.45,0,None,-88.24,25.18,83.07,0.0,False
117.08,3,Glass,-76.85,9.42,87.42,0.0001,False
188.3,1,Concrete,-77.32,1.77,95.55,0.044,False
51.8,1,Concrete,-69.12,4.78,84.34,0.0078,False
162.2,0,None,-61.67,-2.59,84.26,0.1461,True
38.62,1,Glass,-71.2,17.41,73.79,0.0,False
143.69,4,Glass,-84.82,13.62,91.2,0.0,False
47.35,1,Concrete,-83.78,20.22,83.56,0.0,False
105.17,4,Glass,-61.78,-6.71,88.49,0.2512,True
28.74,0,None,-84.24,35.02,69.22,0.0,False
131.0,3,Glass,-94.62,26.22,88.4,0.0,False
169.93,2,Glass,-78.0,9.34,88.66,0.0,False
151.57,0,None,-86.02,22.35,83.67,0.0,False
131.75,4,Glass,-75.78,5.33,90.45,0.0048,False
18.05,0,None,-86.13,40.95,65.18,0.0,False
30.55,4,Glass,-66.68,8.93,77.75,0.0,False
155.35,1,Concrete,-74.3,0.42,93.88,0.0691,False
188.98,1,Concrete,-86.17,10.59,95.58,0.0,False
106.81,3,Glass,-71.2,4.57,86.63,0.0086,False
73.5,3,Concrete,-95.09,7.71,107.38,0.0002,False
68.56,0,None,-79.38,22.6,76.78,0.0,False
66.14,1,Concrete,-96.34,29.88,86.46,0.0,False
111.15,4,Concrete,-67.64,-33.33,120.97,0.4932,True
151.72,2,Glass,-81.42,13.74,87.67,0.0,False
139.72,0,None,-77.44,14.48,82.96,0.0,False
15.33,3,Concrete,-80.25,6.48,93.77,0.0018,False
179.69,0,None,-90.14,25.0,85.14,0.0,False
139.84,4,Glass,-70.32,-0.65,90.97,0.0965,False
182.79,2,Glass,-70.36,1.07,89.29,0.056,False
111.92,4,Glass,-81.35,12.32,89.03,0.0,False
92.03,2,Concrete,-93.07,13.74,99.33,0.0,False
135.24,3,Glass,-97.9,29.23,88.68,0.0,False
54.3,2,Concrete,-64.83,-9.92,94.75,0.3264,True
32.63,3,Concrete,-94.0,13.68,100.33,0.0,False
169.82,3,Concrete,-68.67,-25.98,114.65,0.4636,True
193.36,3,Glass,-85.49,13.7,91.78,0.0,False
91.77,4,Concrete,-89.06,-10.25,119.31,0.3331,True
83.32,3,Concrete,-68.0,-20.47,108.47,0.457,True
43.39,2,Glass,-99.34,42.54,76.8,0.0,False
57.59,3,Glass,-77.6,16.33,81.26,0.0,False
113.46,2,Concrete,-63.31,-17.84,101.15,0.4283,True
114.99,1,Concrete,-86.46,15.2,91.27,0.0,False
126.78,4,Concrete,-68.79,-33.33,122.12,0.484,True
130.75,2,Glass,-83.15,16.77,86.38,0.0,False
106.43,3,Concrete,-81.9,-8.7,110.6,0.2969,True
84.0,3,Glass,-88.02,23.48,84.54,0.0,False
107.92,1,Concrete,-65.3,-5.41,90.72,0.2231,True
150.91,3,Concrete,-88.25,-5.38,113.63,0.2257,True
83.62,3,Concrete,-91.86,3.36,108.5,0.0176,False
158.46,0,None,-84.82,20.77,84.05,0.0,False
32.05,0,None,-86.75,36.58,70.17,0.0,False
81.48,4,Concrete,-69.98,-28.3,118.28,0.483,True
164.62,1,Glass,-69.08,2.69,86.38,0.0296,False
170.05,4,Glass,-84.96,12.29,92.67,0.0,False
137.22,1,Glass,-81.47,16.66,84.8,0.0,False
101.82,4,Concrete,-86.89,-13.32,120.21,0.3726,True
153.02,4,Glass,-67.23,-4.52,91.75,0.1999,True
192.34,2,Concrete,-81.6,-4.13,105.74,0.1857,True
118.07,1,Glass,-62.25,-1.25,83.5,0.1108,True
124.26,4,Concrete,-99.24,-2.7,121.94,0.152,True
113.45,3,Glass,-79.41,12.26,87.15,0.0,False
116.82,3,Concrete,-68.74,-22.66,111.4,0.4691,True
102.7,2,Concrete,-62.36,-17.93,100.29,0.421,True
140.88,1,Glass,-85.4,20.37,85.03,0.0,False
96.33,1,Glass,-98.23,36.5,81.73,0.0,False
99.49,1,Concrete,-87.69,17.68,90.01,0.0,False
42.84,4,Glass,-79.5,18.81,80.69,0.0,False
65.87,3,Glass,-73.36,10.93,82.43,0.0,False
112.93,0,None,-81.03,19.92,81.11,0.0,False
165.29,2,Glass,-80.42,12.0,88.42,0.0,False
180.52,2,Concrete,-87.57,2.39,105.18,0.0317,False
113.27,4,Concrete,-97.04,-4.09,121.14,0.1832,True
187.84,0,None,-94.82,29.29,85.53,0.0,False
76.62,0,None,-89.15,31.41,77.74,0.0,False
130.76,0,None,-79.12,16.74,82.38,0.0,False
164.44,4,Glass,-93.99,21.62,92.37,0.0,False
153.2,2,Concrete,-69.4,-14.36,103.76,0.3897,True
172.12,2,Glass,-67.97,-0.8,88.77,0.104,True
172.6,0,None,-60.54,-4.25,84.8,0.1931,True
41.03,4,Concrete,-92.35,0.04,112.32,0.0746,False
198.5,4,Concrete,-73.95,-32.06,126.01,0.489,True
181.65,0,None,-75.91,10.67,85.24,0.0,False
19.95,3,Concrete,-98.4,22.34,96.05,0.0,False
19.08,4,Concrete,-68.82,-16.84,105.67,0.4246,True
21.29,0,None,-76.28,29.66,66.62,0.0,False
118.15,1,Glass,-74.07,10.57,83.5,0.0,False
37.45,0,None,-81.01,29.49,71.52,0.0,False
72.36,1,Glass,-78.0,18.75,79.24,0.0,False
122.77,0,None,-73.16,11.33,81.84,0.0,False
50.01,4,Concrete,-63.22,-30.82,114.03,0.4956,True
106.84,4,Concrete,-64.82,-35.81,120.63,0.4923,True
61.64,1,Glass,-99.56,41.71,77.85,0.0,False
136.93,4,Concrete,-82.02,-20.77,122.78,0.4505,True
114.84,1,Concrete,-62.42,-8.84,91.26,0.3089,True
147.47,2,Glass,-71.21,3.78,87.43,0.0159,False
24.1,0,None,-92.11,44.41,67.7,0.0,False
92.41,1,Concrete,-60.15,-9.21,89.37,0.3089,True
70.79,0,None,-88.4,31.35,77.05,0.0,False
111.05,4,Glass,-67.48,-1.48,88.96,0.1192,True
12.44,3,Glass,-70.68,22.73,67.95,0.0,False
167.23,3,Glass,-74.95,4.43,90.52,0.009,False
128.07,0,None,-82.75,20.55,82.2,0.0,False
189.54,3,Glass,-64.45,-7.15,91.61,0.2621,True
102.27,0,None,-88.82,28.57,80.25,0.0,False
100.49,0,None,-94.44,34.34,80.1,0.0,False
86.09,2,Concrete,-73.98,-4.77,98.75,0.2089,True
198.49,4,Concrete,-87.2,-18.81,126.01,0.4315,True
196.87,2,Glass,-92.56,22.62,89.94,0.0,False
194.4,0,None,-85.02,19.2,85.83,0.0,False
116.81,0,None,-95.34,33.93,81.4,0.0,False
17.24,4,Glass,-87.24,34.46,72.79,0.0,False
179.51,0,None,-72.16,7.03,85.14,0.001,False
64.15,3,Concrete,-94.56,8.36,106.2,0.0003,False
196.37,2,Concrete,-65.69,-20.23,105.92,0.4493,True
168.45,0,None,-66.47,1.89,84.58,0.0389,False
115.98,3,Glass,-86.42,19.08,87.34,0.0,False
158.0,1,Glass,-72.63,6.6,86.03,0.0013,False
54.57,1,Concrete,-90.69,25.89,84.79,0.0,False
167.43,2,Glass,-65.12,-3.41,88.53,0.1695,True
30.16,1,Concrete,-81.95,22.31,79.64,0.0,False
112.34,4,Glass,-94.11,25.05,89.06,0.0,False
46.62,0,None,-91.81,38.38,73.42,0.0,False
161.74,2,Glass,-85.34,17.11,88.23,0.0,False
89.34,0,None,-91.84,32.76,79.08,0.0,False
114.46,4,Glass,-73.13,3.9,89.23,0.0127,False
15.85,2,Concrete,-63.42,-0.64,84.05,0.0954,False
71.66,3,Concrete,-91.72,4.56,107.16,0.0088,False
169.93,2,Glass,-93.89,25.23,88.66,0.0,False
155.2,1,Concrete,-69.96,-3.92,93.87,0.1848,True
169.59,4,Glass,-94.4,21.75,92.64,0.0,False
74.08,3,Concrete,-83.31,-4.14,107.45,0.1851,True
149.98,4,Concrete,-76.33,-27.25,123.57,0.4839,True
130.25,0,None,-72.91,10.56,82.35,0.0,False
61.15,2,Concrete,-80.84,5.06,95.78,0.0049,False
57.56,4,Glass,-74.2,10.94,83.26,0.0,False
85.22,0,None,-60.87,2.2,78.66,0.0313,False
36.11,4,Concrete,-66.88,-24.32,111.21,0.4611,True
36.99,0,None,-74.4,22.99,71.42,0.0,False
54.33,4,Concrete,-77.72,-17.04,114.76,0.4252,True
101.29,1,Glass,-96.84,34.67,82.17,0.0,False
140.94,4,Glass,-90.44,19.41,91.03,0.0,False
81.37,1,Glass,-81.04,20.78,80.26,0.0,False
194.82,3,Concrete,-84.85,-11.0,115.85,0.3516,True
37.32,0,None,-86.72,35.23,71.49,0.0,False
52.93,4,Glass,-94.1,31.57,82.53,0.0,False
50.01,1,Glass,-93.46,37.42,76.03,0.0,False
53.92,0,None,-74.68,19.99,74.69,0.0,False
126.77,0,None,-78.57,16.46,82.11,0.0,False
168.45,4,Concrete,-90.41,-14.17,124.58,0.39,True
120.18,3,Concrete,-99.62,7.97,111.65,0.0003,False
149.66,2,Concrete,-63.64,-19.91,103.56,0.4395,True
153.38,2,Concrete,-80.31,-3.46,103.77,0.1697,True
95.72,0,None,-87.21,27.54,79.67,0.0,False
132.94,0,None,-67.58,5.05,82.53,0.0072,False
69.34,3,Concrete,-68.81,-18.06,106.87,0.4296,True
166.96,3,Concrete,-96.58,2.07,114.51,0.0381,False
27.36,2,Concrete,-87.61,18.82,88.8,0.0,False
85.43,1,Concrete,-68.82,0.13,88.69,0.0767,False
143.03,1,Glass,-66.88,1.72,85.16,0.0439,False
171.17,0,None,-61.19,-3.53,84.72,0.177,True
178.8,2,Glass,-62.69,-6.41,89.1,0.2428,True
14.48,1,Glass,-63.5,18.23,65.27,0.0,False
135.99,4,Glass,-95.09,24.37,90.72,0.0,False
91.53,2,Glass,-61.67,-1.61,83.29,0.1201,True
137.8,4,Concrete,-80.28,-22.56,122.84,0.4638,True
137.44,2,Concrete,-79.79,-3.02,102.82,0.155,True
118.83,1,Concrete,-62.21,-9.34,91.55,0.3213,True
26.58,0,None,-98.04,49.49,68.55,0.0,False
112.24,2,Glass,-97.94,32.88,85.06,0.0,False
125.56,1,Concrete,-81.66,9.63,92.03,0.0,False
54.13,3,Glass,-72.9,12.18,80.72,0.0,False
123.36,1,Concrete,-85.15,13.27,91.88,0.0,False
117.81,2,Glass,-95.19,29.72,85.48,0.0,False
76.66,1,Concrete,-65.82,-1.93,87.75,0.1307,True
64.6,0,None,-83.76,27.5,76.26,0.0,False
49.0,3,Concrete,-84.66,0.8,103.86,0.0587,False
182.91,3,Glass,-71.38,0.08,91.3,0.075,False
132.2,0,None,-93.42,30.94,82.48,0.0,False
151.03,4,Glass,-98.54,26.91,91.64,0.0,False
23.2,2,Glass,-68.81,17.45,71.36,0.0,False
58.67,1,Concrete,-61.3,-4.12,85.42,0.195,True
70.19,4,Glass,-77.01,12.03,84.98,0.0,False
146.19,2,Glass,-87.97,20.62,87.35,0.0,False
131.89,0,None,-69.72,7.26,82.46,0.0009,False
96.16,0,None,-83.66,23.94,79.71,0.0,False
116.05,3,Glass,-71.92,4.57,87.35,0.0082,False
15.41,4,Concrete,-74.0,-9.81,103.81,0.3221,True
44.99,3,Glass,-95.3,36.19,79.12,0.0,False
175.04,0,None,-71.02,6.1,84.92,0.0024,False
132.86,4,Concrete,-66.94,-35.58,122.52,0.4943,True
186.94,1,Glass,-73.27,5.78,87.49,0.0022,False
24.68,1,Glass,-89.83,39.93,69.9,0.0,False
19.71,2,Glass,-84.83,34.89,69.95,0.0,False
67.53,2,Glass,-61.31,0.67,80.64,0.065,False
170.68,4,Glass,-91.79,19.09,92.7,0.0,False
29.61,0,None,-88.93,39.45,69.48,0.0,False
125.31,1,Glass,-88.92,24.9,84.01,0.0,False
129.03,3,Concrete,-68.48,-23.79,112.27,0.4644,True
187.07,1,Concrete,-84.54,9.05,95.49,0.0001,False
12.24,3,Concrete,-99.88,28.07,91.81,0.0,False
174.17,1,Concrete,-72.17,-2.7,94.87,0.1495,True
121.86,1,Glass,-80.22,16.45,83.77,0.0,False
95.6,4,Concrete,-97.98,-1.69,119.66,0.1247,True
107.33,0,None,-73.69,13.02,80.67,0.0,False
21.79,0,None,-71.42,24.6,66.82,0.0,False
108.26,1,Concrete,-92.35,21.61,90.74,0.0,False
185.93,4,Glass,-98.81,25.37,93.44,0.0,False
81.52,0,None,-92.95,34.67,78.28,0.0,False
94.24,4,Glass,-82.81,15.27,87.54,0.0,False
20.43,0,None,-96.94,50.68,66.26,0.0,False
189.88,3,Concrete,-79.82,-15.81,115.62,0.4154,True
39.53,3,Concrete,-72.12,-9.88,101.99,0.3272,True
109.21,0,None,-64.81,3.99,80.82,0.0123,False
48.23,0,None,-80.91,27.19,73.72,0.0,False
117.56,4,Glass,-89.41,19.95,89.46,0.0,False
43.58,3,Glass,-84.18,25.34,78.84,0.0,False
176.43,3,Concrete,-97.81,2.83,114.99,0.0244,False
118.27,3,Concrete,-90.59,-0.92,111.51,0.1034,True
69.51,1,Concrete,-76.79,9.9,86.9,0.0,False
13.81,0,None,-91.89,49.02,62.86,0.0,False
63.45,4,Glass,-60.67,-3.43,84.1,0.1697,True
154.02,4,Glass,-83.29,11.48,91.81,0.0,False
95.77,1,Concrete,-80.31,10.63,89.68,0.0,False
140.88,4,Glass,-72.99,1.96,91.03,0.0381,False
112.51,0,None,-84.68,23.6,81.08,0.0,False
35.55,0,None,-69.51,18.44,71.07,0.0,False
106.31,1,Concrete,-91.94,21.36,90.59,0.0,False
187.43,4,Concrete,-73.72,-31.79,125.51,0.4858,True
103.39,1,Glass,-63.86,1.51,82.34,0.0459,False
124.77,3,Glass,-83.11,15.13,87.98,0.0,False
66.13,4,Glass,-73.37,8.9,84.46,0.0,False
98.83,4,Concrete,-68.54,-31.41,119.95,0.4886,True
111.14,2,Glass,-66.51,1.53,84.97,0.0437,False
42.26,4,Concrete,-81.22,-11.35,112.57,0.3535,True
187.45,1,Glass,-88.9,21.39,87.51,0.0,False
73.65,2,Glass,-62.63,1.24,81.4,0.0486,False
130.25,2,Glass,-62.83,-3.52,86.35,0.1779,True
140.09,2,Glass,-66.03,-0.95,86.98,0.1001,True
151.12,0,None,-79.44,15.79,83.64,0.0,False
195.87,2,Glass,-83.93,14.04,89.89,0.0,False
166.05,4,Concrete,-78.01,-26.45,124.46,0.476,True
86.55,4,Concrete,-88.81,-9.99,118.8,0.3316,True
151.61,3,Concrete,-77.85,-15.81,113.67,0.407,True
132.35,0,None,-66.4,3.91,82.49,0.0125,False
47.64,0,None,-83.59,29.98,73.61,0.0,False
19.75,3,Concrete,-88.54,12.58,95.97,0.0,False
13.62,2,Concrete,-76.68,13.94,82.74,0.0,False
157.47,4,Glass,-72.94,0.95,92.0,0.0571,False
87.83,4,Concrete,-77.78,-21.15,118.93,0.4526,True
157.4,1,Concrete,-72.92,-1.07,93.99,0.1072,True
181.89,1,Glass,-84.04,16.79,87.25,0.0,False
78.05,3,Concrete,-69.23,-18.67,107.9,0.4391,True
38.66,2,Glass,-66.86,11.06,75.8,0.0,False
137.25,2,Glass,-90.21,23.41,86.8,0.0,False
103.18,1,Glass,-62.23,-0.1,82.33,0.0812,False
38.36,1,Glass,-82.46,28.72,73.73,0.0,False
114.39,4,Glass,-83.95,14.72,89.22,0.0,False
72.76,3,Concrete,-89.75,2.45,107.29,0.0309,False
170.22,2,Concrete,-72.13,-12.54,104.67,0.3764,True
179.28,2,Glass,-72.09,2.97,89.12,0.0222,False
19.04,3,Concrete,-70.43,-5.22,95.65,0.2195,True
70.36,3,Glass,-85.19,22.19,83.0,0.0,False
152.53,4,Concrete,-86.13,-17.59,123.72,0.4267,True
119.63,1,Concrete,-82.82,11.21,91.61,0.0,False
53.17,3,Concrete,-65.77,-18.8,104.57,0.4345,True
18.28,1,Glass,-84.82,37.53,67.29,0.0,False
11.76,3,Glass,-68.88,21.41,67.46,0.0,False
114.35,4,Glass,-67.74,-1.48,89.22,0.1162,True
137.79,4,Glass,-95.48,24.65,90.84,0.0,False
189.7,0,None,-83.38,17.76,85.62,0.0,False
29.9,2,Glass,-81.73,28.16,73.57,0.0,False
42.03,3,Concrete,-93.41,10.88,102.53,0.0,False
107.38,3,Glass,-77.86,11.18,86.67,0.0,False
135.5,0,None,-69.9,7.21,82.69,0.0004,False
103.55,1,Glass,-96.12,33.77,82.36,0.0,False
55.4,0,None,-89.5,34.57,74.92,0.0,False
197.62,2,Concrete,-92.34,6.37,105.97,0.0016,False
158.8,2,Concrete,-61.2,-22.87,104.07,0.4578,True
86.32,0,None,-67.03,8.26,78.78,0.0001,False
35.14,1,Concrete,-71.79,10.82,80.97,0.0,False
182.39,4,Glass,-92.91,19.63,93.27,0.0,False
177.0,0,None,-61.31,-3.7,85.01,0.1757,True
70.13,0,None,-88.27,31.29,76.97,0.0,False
135.73,0,None,-89.61,26.9,82.71,0.0,False
32.93,3,Concrete,-60.99,-19.42,100.41,0.4314,True
106.06,3,Concrete,-65.98,-24.59,110.57,0.4619,True
140.49,3,Glass,-74.12,5.11,89.01,0.005,False
53.87,1,Concrete,-93.56,28.88,84.68,0.0,False
160.81,2,Glass,-75.85,7.67,88.18,0.0004,False
117.95,0,None,-66.81,5.32,81.49,0.0043,False
106.31,3,Concrete,-90.17,-0.42,110.59,0.0878,False
43.93,3,Concrete,-63.84,-19.07,102.91,0.4339,True
138.94,2,Glass,-70.07,3.16,86.91,0.0195,False
93.43,4,Concrete,-79.37,-20.09,119.46,0.4444,True
148.07,1,Concrete,-98.36,24.9,93.46,0.0,False
189.66,3,Concrete,-71.35,-24.27,115.61,0.4771,True
133.57,1,Concrete,-72.15,-0.42,92.57,0.0869,False
78.4,1,Concrete,-79.96,12.02,87.94,0.0,False
106.47,0,None,-95.22,34.62,80.6,0.0,False
40.54,2,Glass,-64.01,7.79,76.21,0.0003,False
54.83,4,Concrete,-70.6,-24.24,114.83,0.4625,True
156.94,4,Concrete,-81.4,-22.57,123.97,0.4574,True
60.34,1,Concrete,-83.66,17.99,85.67,0.0,False
87.86,2,Glass,-65.02,2.09,82.93,0.0372,False
54.91,4,Concrete,-89.56,-5.29,114.85,0.2208,True
193.61,2,Glass,-73.3,3.51,89.79,0.0138,False
101.9,0,None,-79.63,19.41,80.22,0.0,False
136.84,4,Glass,-64.37,-6.41,90.78,0.2511,True
119.15,4,Glass,-98.57,28.99,89.58,0.0,False
167.77,1,Concrete,-74.92,0.37,94.55,0.0703,False
32.01,2,Glass,-86.74,32.58,74.16,0.0,False
95.95,1,Concrete,-78.66,8.97,89.69,0.0001,False
105.95,4,Glass,-60.88,-7.68,88.56,0.2757,True
74.64,0,None,-98.66,41.15,77.51,0.0,False
123.95,0,None,-82.69,20.77,81.92,0.0,False
142.84,4,Glass,-89.03,17.88,91.15,0.0,False
128.33,4,Concrete,-76.36,-25.86,122.22,0.4726,True
36.64,3,Concrete,-76.86,-4.47,101.33,0.1982,True
127.19,3,Glass,-81.84,13.7,88.14,0.0,False
165.73,3,Concrete,-96.5,2.06,114.44,0.0368,False
183.14,1,Glass,-90.14,22.83,87.31,0.0,False
171.86,0,None,-67.89,3.13,84.76,0.0198,False
151.73,2,Glass,-95.28,27.6,87.68,0.0,False
146.14,2,Concrete,-67.13,-16.22,103.35,0.4129,True
92.76,4,Glass,-86.16,18.76,87.4,0.0,False
99.99,2,Concrete,-79.03,-1.03,100.05,0.103,True
170.56,1,Glass,-80.4,13.71,86.69,0.0,False
178.09,3,Concrete,-87.56,-7.51,115.07,0.2829,True
100.52,3,Glass,-72.56,6.46,86.1,0.0016,False
45.25,1,Glass,-62.93,7.76,75.17,0.0002,False
82.24,1,Glass,-74.46,14.1,80.36,0.0,False
194.04,1,Glass,-91.59,23.78,87.81,0.0,False
111.86,2,Concrete,-92.13,11.1,101.03,0.0,False
189.92,3,Concrete,-77.76,-17.87,115.63,0.4202,True
140.66,1,Concrete,-62.1,-10.92,93.02,0.3517,True
193.67,0,None,-95.52,29.72,85.8,0.0,False
81.2,1,Glass,-63.31,3.07,80.25,0.0208,False
125.91,0,None,-81.64,19.59,82.06,0.0,False
27.73,4,Glass,-84.04,27.12,76.91,0.0,False
80.24,4,Concrete,-79.93,-18.22,118.14,0.4325,True
156.94,2,Glass,-74.49,6.52,87.97,0.0008,False
101.85,2,Concrete,-68.81,-11.41,100.21,0.3497,True
46.74,0,None,-92.09,38.64,73.45,0.0,False
44.03,3,Concrete,-73.26,-9.67,102.93,0.3304,True
102.9,2,Concrete,-76.94,-3.36,100.3,0.1729,True
143.9,4,Concrete,-75.83,-27.39,123.22,0.4716,True
18.41,0,None,-68.11,22.76,65.35,0.0,False
189.38,1,Glass,-63.79,-3.81,87.6,0.1737,True
126.3,4,Concrete,-76.99,-25.09,122.08,0.4696,True
85.63,1,Concrete,-85.28,16.57,88.71,0.0,False
186.18,1,Concrete,-94.66,19.2,95.45,0.0,False
68.23,4,Glass,-93.87,29.14,84.73,0.0,False
183.48,2,Glass,-94.45,25.12,89.33,0.0,False
101.6,3,Glass,-73.39,7.2,86.19,0.0007,False
15.85,2,Glass,-79.99,31.93,68.06,0.0,False
162.77,0,None,-61.04,-3.25,84.29,0.1685,True
42.39,3,Glass,-87.18,28.58,78.6,0.0,False
83.59,0,None,-69.17,10.67,78.5,0.0,False
32.36,1,Concrete,-66.36,6.1,80.25,0.0022,False
66.38,1,Concrete,-72.95,6.45,86.49,0.0016,False
123.52,2,Glass,-78.51,12.62,85.89,0.0,False
162.58,3,Concrete,-99.19,4.91,114.28,0.006,False
92.1,3,Glass,-77.8,12.46,85.34,0.0,False
51.06,3,Glass,-94.14,33.93,80.22,0.0,False
154.02,3,Glass,-77.75,7.95,89.81,0.0005,False
167.95,3,Concrete,-70.68,-23.88,114.56,0.462,True
125.66,4,Glass,-90.64,20.6,90.04,0.0,False
134.67,1,Glass,-92.51,27.87,84.64,0.0,False
76.64,0,None,-82.29,24.55,77.74,0.0,False
110.44,1,Concrete,-84.85,13.93,90.92,0.0,False
40.97,4,Concrete,-75.42,-16.88,112.3,0.4269,True
121.71,0,None,-97.49,35.73,81.76,0.0,False
68.79,1,Concrete,-88.89,22.08,86.81,0.0,False
45.0,0,None,-64.49,11.37,73.12,0.0,False
108.11,4,Glass,-74.71,5.98,88.73,0.0023,False
181.93,0,None,-74.89,9.64,85.25,0.0,False
11.13,3,Glass,-88.55,41.57,66.98,0.0,False
136.2,3,Concrete,-70.2,-22.54,112.74,0.4538,True
143.33,3,Concrete,-79.27,-13.91,113.18,0.3953,True
164.99,1,Concrete,-65.49,-8.91,94.4,0.3048,True
59.42,4,Concrete,-93.28,-2.25,115.53,0.1426,True
14.4,0,None,-85.47,42.24,63.22,0.0,False
119.68,1,Glass,-62.31,-1.3,83.61,0.1127,True
67.87,4,Glass,-66.97,2.28,84.69,0.0286,False
31.53,3,Concrete,-91.42,11.39,100.03,0.0,False
68.25,0,None,-68.68,11.95,76.74,0.0,False
187.13,2,Concrete,-68.5,-17.0,105.5,0.4198,True
188.54,1,Glass,-98.96,31.4,87.56,0.0,False
183.86,4,Concrete,-69.86,-35.48,125.34,0.4929,True
76.63,1,Concrete,-94.1,26.35,87.74,0.0,False
74.21,3,Concrete,-73.07,-14.39,107.46,0.396,True
70.82,2,Glass,-63.37,2.31,81.06,0.0355,False
195.15,1,Concrete,-60.69,-15.17,95.86,0.4029,True
96.93,1,Glass,-90.37,28.59,81.78,0.0,False
199.97,4,Concrete,-81.76,-24.31,126.07,0.4546,True
33.2,1,Glass,-72.54,20.06,72.48,0.0,False
88.81,2,Glass,-92.12,29.1,83.02,0.0,False
197.49,1,Glass,-72.35,4.39,87.96,0.0102,False
81.43,1,Glass,-71.68,11.41,80.27,0.0,False
98.93,3,Concrete,-84.14,-5.82,109.96,0.2353,True
86.63,3,Concrete,-90.74,1.94,108.81,0.0403,False
169.32,4,Concrete,-92.7,-11.93,124.63,0.3567,True
196.12,3,Concrete,-68.22,-27.69,115.9,0.4769,True
17.04,0,None,-62.68,18.0,64.68,0.0,False
189.67,4,Concrete,-66.72,-38.89,125.61,0.4903,True
122.17,3,Concrete,-75.32,-16.48,111.79,0.4162,True
182.2,4,Concrete,-97.78,-7.49,125.27,0.2747,True
176.24,1,Concrete,-91.52,16.54,94.98,0.0,False
